mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.9896819591522217,0.014802507092537573,0.043859100341796874,0.0013224915518407854,5,1,2,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8682489902262169,0.9579534332308625,0.9667939647465259,0.967606593746206,0.965302535292105,0.9451811034483832,0.03861754228568321,16
2.9465792655944822,0.032574532319645556,0.09826288223266602,0.011692413825473225,5,1,2,300,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.8681318151114543,0.9603231276105927,0.9699182404167725,0.9667780984757343,0.9650155627421331,0.9460333688713373,0.03907429810573704,10
1.0208765983581543,0.01145653867893619,0.04283013343811035,0.002779552528727801,5,1,5,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8661370810989647,0.9609924042955019,0.9693760278584123,0.9679018443505039,0.964365045639673,0.9457544806486112,0.0399148117092686,12
3.0084641933441163,0.05966581572413608,0.097796630859375,0.004811989542013621,5,1,5,300,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.8701858259467059,0.9606463930742613,0.9694229368329269,0.9682750466330395,0.9645906226200593,0.9466241650213986,0.038342615532548335,9
1.0227707386016847,0.02032388649130714,0.041950225830078125,0.0008668406685478049,5,3,2,100,"{'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",0.8675573124164265,0.9621696695661763,0.9687869063255372,0.9663007306762618,0.9632619949007185,0.9456153227770241,0.039098114533095876,14
3.0584385871887205,0.010991250794624732,0.09835891723632813,0.002082486283445611,5,3,2,300,"{'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 300}",0.8679567417046912,0.9613542686205042,0.9683323031754616,0.968137768898798,0.9642029337424531,0.9459968032283816,0.03910668242868885,11
1.0418556690216065,0.026181975164828758,0.04432535171508789,0.0014024258948836402,5,3,5,100,"{'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 100}",0.8686129223473621,0.9598351277208751,0.9692311619077053,0.9654087703226234,0.9635986357766471,0.9453373236150426,0.038481356724860624,15
3.1580830097198485,0.03751633338309989,0.10362105369567871,0.005669573138161613,5,3,5,300,"{'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 300}",0.8682296907955502,0.9612143477481702,0.9676162514762531,0.9659578812595888,0.965116968907628,0.9456270280374379,0.038755747143373105,13
1.6977959156036377,0.03265116210378108,0.06924095153808593,0.0039084505191831495,10,1,2,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8982630512399885,0.9842123764491806,0.990768589750665,0.9903664142779881,0.9909824394874229,0.970918574241049,0.0364152453957558,4
5.243041181564331,0.052373231102807116,0.1942913055419922,0.020802360639231902,10,1,2,300,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.9003418756289547,0.9837988172206061,0.9914425613403826,0.9910038244610986,0.9907327181819184,0.9714639593665921,0.035672777981211684,1
1.7672138214111328,0.04772015274414088,0.07291622161865234,0.0015439346531682533,10,1,5,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8983168139397032,0.9833280489654126,0.9915632829659716,0.9908603381861127,0.9900566770786194,0.9708250322271639,0.036373374435281214,5
5.410232925415039,0.07721134532542882,0.18960061073303222,0.004909040684951975,10,1,5,300,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.9008953557298631,0.983864986697178,0.9911438615467819,0.990879653646207,0.9904616119027384,0.9714490939045536,0.035380476902516014,2
1.8195170402526855,0.0429031875424745,0.0743894100189209,0.004036085948668164,10,3,2,100,"{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",0.8983733337009416,0.9828028287451234,0.9901429068111831,0.9895765499277049,0.9898842176134921,0.970155967359689,0.03599591707925725,7
5.54675612449646,0.05641362811184784,0.19127330780029297,0.005883535125157499,10,3,2,300,"{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 300}",0.8990570849588508,0.9833108173308888,0.9908810333219281,0.9905036920122294,0.9901449763247646,0.9707795207897325,0.035970198217671896,6
1.882976484298706,0.025400037104564437,0.07939062118530274,0.004493034450953969,10,3,5,100,"{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 100}",0.896171130808784,0.9832225913621263,0.989957340426706,0.9901456661626251,0.9895165340338407,0.9698026525588164,0.03690632065394271,8
4.269416379928589,0.3082573049485742,0.10925989151000977,0.016806350064277574,10,3,5,300,"{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 300}",0.9003356722405261,0.9835906590755573,0.990471959470646,0.9901608425955564,0.9900608161057824,0.9709239898976136,0.035388000314212624,3
