mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.03186068534851074,0.005532816514721516,0.010616731643676759,0.007116772444609124,0.01,balanced,l1,liblinear,"{'C': 0.01, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'liblinear'}",0.8444852850393234,0.8518841061987508,0.8679412603009207,0.8551388298614632,0.8576972201748211,0.8554293403150559,0.0076696394691322944,2
0.043015241622924805,0.006770786708537909,0.012675857543945313,0.006469029186769428,0.01,balanced,l2,liblinear,"{'C': 0.01, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'liblinear'}",0.8392184533877808,0.8555679673245398,0.8560860244580415,0.8566033465819884,0.8544524235573075,0.8523856430619317,0.006622016289670255,10
0.07468500137329101,0.010302312510340566,0.0032910823822021483,0.004789851490043192,0.1,balanced,l1,liblinear,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'liblinear'}",0.8436806216945881,0.8621432833322937,0.8632952665243445,0.8588866484080259,0.857312490933521,0.8570636621785546,0.007030311670553553,1
0.08254795074462891,0.0042750152106204205,0.010244274139404297,0.006415889543139649,0.1,balanced,l2,liblinear,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'liblinear'}",0.8424602964951025,0.8590128761686228,0.8632952665243445,0.8593313940316631,0.8528748343528921,0.8553949335145251,0.007275386267766821,3
0.22870140075683593,0.0873470722862804,0.006241750717163086,0.005387989987728236,1.0,balanced,l1,liblinear,"{'C': 1, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'liblinear'}",0.8417353712963861,0.8590128761686228,0.8627185759981052,0.8586096501068528,0.8527277613544747,0.8549608469848883,0.0073459504870523485,9
0.09444594383239746,0.013689626313740558,0.0068222999572753905,0.005575492489934958,1.0,balanced,l2,liblinear,"{'C': 1, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'liblinear'}",0.8418934994728983,0.8584379068094257,0.8632952665243445,0.8599068092801844,0.8527277613544747,0.8552522486882654,0.007501102649314805,4
1.2542667388916016,0.2988829435891081,0.015975427627563477,0.0028809238833619267,10.0,balanced,l1,liblinear,"{'C': 10, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'liblinear'}",0.8418934994728983,0.8584379068094257,0.8632952665243445,0.8599068092801844,0.8527277613544747,0.8552522486882654,0.007501102649314805,4
0.09967799186706543,0.0012004129498186607,0.013135766983032227,0.005845021214440467,10.0,balanced,l2,liblinear,"{'C': 10, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'liblinear'}",0.8418934994728983,0.8584379068094257,0.8632952665243445,0.8599068092801844,0.8527277613544747,0.8552522486882654,0.007501102649314805,4
1.590762186050415,0.19165324823772226,0.010365629196166992,0.008483694424053698,100.0,balanced,l1,liblinear,"{'C': 100, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'liblinear'}",0.8418934994728983,0.8584379068094257,0.8632952665243445,0.8593313940316631,0.8527277613544747,0.8551371656385612,0.007432912977626744,7
0.11496858596801758,0.009174788861674004,0.007658576965332032,0.007614965758218387,100.0,balanced,l2,liblinear,"{'C': 100, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'liblinear'}",0.8418934994728983,0.8584379068094257,0.8632952665243445,0.8593313940316631,0.8527277613544747,0.8551371656385612,0.007432912977626744,7
