mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.0068525791168212,0.019577633504830907,0.04235596656799316,0.0026040332365436215,5,1,2,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8685750127514095,0.9592768227623,0.9680853412213994,0.9656150318429156,0.967166477191201,0.9457437371538451,0.038706862046991634,12
3.1742061614990233,0.12958506004708675,0.09353265762329102,0.003662700334068968,5,1,2,300,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.8682303800609311,0.9593678057925864,0.9699347965254246,0.9661496561848104,0.963922169733226,0.9455209616593956,0.03879626766982306,14
1.1182088375091552,0.08697737598838856,0.048979330062866214,0.004766928925193005,5,1,5,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8672323237893054,0.9610944155718835,0.9693208408295715,0.9681819185218705,0.9669871193474686,0.9465633236120199,0.0397667193377685,9
3.028129720687866,0.042006548372352875,0.10149269104003907,0.004969422299443752,5,1,5,300,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.868377193587075,0.9606470823396424,0.9694360437522763,0.965975817043962,0.9647534243551396,0.9458379122156192,0.0388321466638399,10
1.0332360744476319,0.025440114464383917,0.04773211479187012,0.008489905215915106,5,3,2,100,"{'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",0.8678726513282145,0.958219489667912,0.9683288539861591,0.9639256189225284,0.9644726603459123,0.9445638548501453,0.03848124397187821,16
3.0941802501678466,0.021403172468767998,0.10153932571411133,0.005642430194559998,5,3,2,300,"{'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 300}",0.8682558828800265,0.9606698280972139,0.9688938311939163,0.9663938587874307,0.9646313230538295,0.9457689448024833,0.03884906138469195,11
1.038405990600586,0.017622881469047856,0.04382939338684082,0.0015317211617603013,5,3,5,100,"{'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 100}",0.8683771935870749,0.9569023035249032,0.9684902760455183,0.9672085573006921,0.9644229920199556,0.9450802644956289,0.03856151652859432,15
3.1786896705627443,0.02929477529464467,0.1088531494140625,0.007849290524555016,5,3,5,300,"{'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 300}",0.8677403123750707,0.9613790821742187,0.968435778854538,0.9660585975872232,0.9645326762397766,0.9456292894461654,0.03901174013725495,13
1.6945147514343262,0.06003155595047625,0.06931486129760742,0.0038077916003770628,10,1,2,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8978446671537476,0.9838236307743207,0.9913066632818622,0.9906526969900996,0.9901435966490436,0.9707542509698147,0.036553830530990254,5
5.322777271270752,0.02902383575544044,0.1816624641418457,0.005206596100424271,10,1,2,300,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.9015150053073435,0.9839414951544643,0.9910127923532853,0.9911390326817584,0.9908900012141146,0.9716996653421932,0.03519915842671901,1
1.793057107925415,0.027997314664678426,0.07604842185974121,0.006720699910283731,10,1,5,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8995099323141396,0.983532760783557,0.9908141190494585,0.9906030286641427,0.9909065573227669,0.9710732796268129,0.03589156472494941,3
5.577965641021729,0.10547578133239767,0.1862966537475586,0.004354712718092958,10,1,5,300,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.9014591748114859,0.983738161867082,0.9914204865288462,0.9907954934272248,0.9904057350360371,0.9715638103341352,0.03516258837906574,2
1.869086217880249,0.04130184875961747,0.07491021156311035,0.002409030985716725,10,3,2,100,"{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",0.8999937966115714,0.9829475744751244,0.9906471782872154,0.9905733656361408,0.9900856502687608,0.9708495130557626,0.035546877576048054,4
5.689732027053833,0.12936290286967658,0.1877607822418213,0.00934156576151108,10,3,2,300,"{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 300}",0.8985559890268953,0.9834466026109372,0.9909444984050948,0.9899428538316354,0.989911121290052,0.970560213032923,0.03610077787502215,7
1.8891543865203857,0.055262557414471614,0.07691349983215331,0.0038428069686822163,10,3,5,100,"{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 100}",0.8955211535545415,0.9829468852097434,0.9894247855983931,0.9898980143707024,0.9900539177271774,0.9695689512921115,0.03711927875696457,8
4.373904037475586,0.35178960604128073,0.10706839561462403,0.016344951118751637,10,3,5,300,"{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 300}",0.8989192318826594,0.9830833597551729,0.9904623017405988,0.9902112007593735,0.9901953344885818,0.9705742857252773,0.0359361957973513,6
